branch_id,branch_name,city,region,branch_type,tier,month,year,month_num,quarter,headcount,total_transactions,new_accounts_opened,revenue_lakhs,expenses_lakhs,profit_lakhs,profit_margin_pct,loan_disbursed_lakhs,deposits_lakhs,npa_ratio_pct,digital_txn_pct,revenue_per_txn_inr,cost_efficiency,revenue_per_staff,customer_satisfaction
BRN025,Bandra,Mumbai,West,Metro,low,2021-11,2021,11,Q4,6,1190,71,8.22,8.55,-0.33,-4.01,43.94,46.46,4.36,81.44,690.76,1.0401,1.37,3.47
BRN025,Bandra,Mumbai,West,Metro,low,2021-12,2021,12,Q4,6,1190,71,8.22,8.37,-0.15,-1.82,43.95,46.47,3.52,73.91,690.76,1.0182,1.37,3.21
BRN025,Bandra,Mumbai,West,Metro,low,2022-01,2022,1,Q1,6,1022,61,7.06,8.69,-1.63,-23.09,37.74,39.9,1.83,72.65,690.8,1.2309,1.1767,3.17
BRN025,Bandra,Mumbai,West,Metro,low,2022-02,2022,2,Q1,6,1003,60,6.93,9.11,-2.18,-31.46,37.02,39.14,4.54,85.38,690.93,1.3146,1.155,3.42
BRN025,Bandra,Mumbai,West,Metro,low,2022-03,2022,3,Q1,6,1119,67,7.73,8.38,-0.65,-8.41,41.31,43.68,1.54,68.06,690.8,1.0841,1.2883,3.48
BRN025,Bandra,Mumbai,West,Metro,low,2022-04,2022,4,Q2,6,1107,66,7.65,8.7,-1.05,-13.73,40.9,43.24,1.19,65.02,691.06,1.1373,1.275,3.0
BRN025,Bandra,Mumbai,West,Metro,low,2022-05,2022,5,Q2,6,1183,71,8.17,8.38,-0.21,-2.57,43.67,46.17,2.58,73.2,690.62,1.0257,1.3617,3.11
BRN025,Bandra,Mumbai,West,Metro,low,2022-06,2022,6,Q2,6,1208,72,8.35,8.4,-0.05,-0.6,44.61,47.16,3.9,86.43,691.23,1.006,1.3917,3.32
BRN025,Bandra,Mumbai,West,Metro,low,2022-07,2022,7,Q3,6,1160,69,8.02,9.21,-1.19,-14.84,42.84,45.3,2.43,73.6,691.38,1.1484,1.3367,3.02
BRN025,Bandra,Mumbai,West,Metro,low,2022-08,2022,8,Q3,6,1238,74,8.55,8.52,0.03,0.35,45.72,48.34,2.14,66.25,690.63,0.9965,1.425,3.07
BRN025,Bandra,Mumbai,West,Metro,low,2022-09,2022,9,Q3,6,1081,65,7.47,9.39,-1.92,-25.7,39.92,42.21,3.66,81.7,691.03,1.257,1.245,3.26
BRN025,Bandra,Mumbai,West,Metro,low,2022-10,2022,10,Q4,6,1152,69,7.96,8.51,-0.55,-6.91,42.52,44.96,2.07,79.63,690.97,1.0691,1.3267,3.1
BRN025,Bandra,Mumbai,West,Metro,low,2022-11,2022,11,Q4,6,1202,72,8.3,8.36,-0.06,-0.72,44.37,46.91,5.11,83.68,690.52,1.0072,1.3833,3.33
BRN025,Bandra,Mumbai,West,Metro,low,2022-12,2022,12,Q4,6,1354,81,9.35,9.2,0.15,1.6,49.99,52.86,4.33,68.29,690.55,0.984,1.5583,3.19
BRN025,Bandra,Mumbai,West,Metro,low,2023-01,2023,1,Q1,6,1068,64,7.38,9.04,-1.66,-22.49,39.44,41.7,4.44,85.77,691.01,1.2249,1.23,2.98
BRN025,Bandra,Mumbai,West,Metro,low,2023-02,2023,2,Q1,6,1029,62,7.11,9.22,-2.11,-29.68,38.01,40.19,3.5,76.17,690.96,1.2968,1.185,3.02
BRN025,Bandra,Mumbai,West,Metro,low,2023-03,2023,3,Q1,6,1155,69,7.98,9.34,-1.36,-17.04,42.66,45.11,4.43,71.3,690.91,1.1704,1.33,3.57
BRN025,Bandra,Mumbai,West,Metro,low,2023-04,2023,4,Q2,6,1257,75,8.68,8.46,0.22,2.53,46.4,49.06,2.14,66.24,690.53,0.9747,1.4467,3.56
BRN025,Bandra,Mumbai,West,Metro,low,2023-05,2023,5,Q2,6,1230,74,8.5,8.6,-0.1,-1.18,45.42,48.02,2.03,66.46,691.06,1.0118,1.4167,3.13
BRN025,Bandra,Mumbai,West,Metro,low,2023-06,2023,6,Q2,6,1147,69,7.92,8.36,-0.44,-5.56,42.35,44.77,0.92,80.7,690.5,1.0556,1.32,3.27
BRN025,Bandra,Mumbai,West,Metro,low,2023-07,2023,7,Q3,6,1171,70,8.09,9.36,-1.27,-15.7,43.24,45.72,1.95,83.01,690.86,1.157,1.3483,3.57
BRN025,Bandra,Mumbai,West,Metro,low,2023-08,2023,8,Q3,6,1322,79,9.13,9.41,-0.28,-3.07,48.81,51.61,0.91,79.88,690.62,1.0307,1.5217,3.38
BRN025,Bandra,Mumbai,West,Metro,low,2023-09,2023,9,Q3,6,1269,76,8.77,9.04,-0.27,-3.08,46.87,49.56,4.8,87.07,691.1,1.0308,1.4617,3.18
BRN025,Bandra,Mumbai,West,Metro,low,2023-10,2023,10,Q4,6,1212,73,8.37,8.45,-0.08,-0.96,44.77,47.33,4.6,80.56,690.59,1.0096,1.395,3.1
BRN025,Bandra,Mumbai,West,Metro,low,2023-11,2023,11,Q4,6,1357,81,9.38,8.79,0.59,6.29,50.12,53.0,2.04,75.98,691.23,0.9371,1.5633,3.36
BRN025,Bandra,Mumbai,West,Metro,low,2023-12,2023,12,Q4,6,1458,87,10.07,9.4,0.67,6.65,53.83,56.91,5.17,74.25,690.67,0.9335,1.6783,3.61
BRN026,Lower Parel,Mumbai,West,Metro,mid,2021-01,2021,1,Q1,17,2817,137,21.44,17.03,4.41,20.57,105.71,198.4,2.89,80.62,761.09,0.7943,1.2612,3.56
BRN026,Lower Parel,Mumbai,West,Metro,mid,2021-02,2021,2,Q1,17,3033,148,23.09,15.83,7.26,31.44,113.83,213.64,2.84,71.86,761.29,0.6856,1.3582,3.7
BRN026,Lower Parel,Mumbai,West,Metro,mid,2021-03,2021,3,Q1,17,3318,162,25.26,16.06,9.2,36.42,124.5,233.66,0.23,77.52,761.3,0.6358,1.4859,3.63
BRN026,Lower Parel,Mumbai,West,Metro,mid,2021-04,2021,4,Q2,17,3503,171,26.67,16.02,10.65,39.93,131.46,246.72,1.16,76.97,761.35,0.6007,1.5688,3.78
BRN026,Lower Parel,Mumbai,West,Metro,mid,2021-05,2021,5,Q2,17,3257,159,24.8,17.02,7.78,31.37,122.24,229.42,1.62,68.18,761.44,0.6863,1.4588,3.88
BRN026,Lower Parel,Mumbai,West,Metro,mid,2021-06,2021,6,Q2,17,3650,178,27.79,15.78,12.01,43.22,136.98,257.08,2.06,78.69,761.37,0.5678,1.6347,3.58
BRN026,Lower Parel,Mumbai,West,Metro,mid,2021-07,2021,7,Q3,17,3339,163,25.42,16.12,9.3,36.59,125.32,235.2,0.75,83.87,761.31,0.6341,1.4953,4.08
BRN026,Lower Parel,Mumbai,West,Metro,mid,2021-08,2021,8,Q3,17,3550,173,27.02,16.11,10.91,40.38,133.21,250.01,0.92,82.3,761.13,0.5962,1.5894,3.85
BRN026,Lower Parel,Mumbai,West,Metro,mid,2021-09,2021,9,Q3,17,3432,167,26.13,15.92,10.21,39.07,128.8,241.73,2.99,75.01,761.36,0.6093,1.5371,3.95
BRN026,Lower Parel,Mumbai,West,Metro,mid,2021-10,2021,10,Q4,17,3790,185,28.85,15.97,12.88,44.64,142.22,266.91,0.77,74.63,761.21,0.5536,1.6971,3.57
BRN026,Lower Parel,Mumbai,West,Metro,mid,2021-11,2021,11,Q4,17,3470,169,26.42,15.3,11.12,42.09,130.23,244.41,2.56,82.07,761.38,0.5791,1.5541,4.17
BRN026,Lower Parel,Mumbai,West,Metro,mid,2021-12,2021,12,Q4,17,3591,175,27.34,15.53,11.81,43.2,134.76,252.91,2.23,86.36,761.35,0.568,1.6082,3.58
BRN026,Lower Parel,Mumbai,West,Metro,mid,2022-01,2022,1,Q1,17,3083,150,23.47,15.53,7.94,33.83,115.7,217.15,1.18,73.62,761.27,0.6617,1.3806,3.89
BRN026,Lower Parel,Mumbai,West,Metro,mid,2022-02,2022,2,Q1,17,3300,161,25.13,16.7,8.43,33.55,123.86,232.45,0.3,87.87,761.52,0.6645,1.4782,3.61
BRN026,Lower Parel,Mumbai,West,Metro,mid,2022-03,2022,3,Q1,17,3280,160,24.97,15.4,9.57,38.33,123.07,230.98,0.31,74.01,761.28,0.6167,1.4688,3.66
BRN026,Lower Parel,Mumbai,West,Metro,mid,2022-04,2022,4,Q2,17,3709,181,28.23,15.96,12.27,43.46,139.17,261.19,2.09,76.7,761.12,0.5654,1.6606,3.84
BRN026,Lower Parel,Mumbai,West,Metro,mid,2022-05,2022,5,Q2,17,3822,186,29.1,16.99,12.11,41.62,143.44,269.21,2.38,75.6,761.38,0.5838,1.7118,3.54
BRN026,Lower Parel,Mumbai,West,Metro,mid,2022-06,2022,6,Q2,17,3983,194,30.32,16.24,14.08,46.44,149.46,280.5,2.31,70.72,761.24,0.5356,1.7835,4.22
BRN026,Lower Parel,Mumbai,West,Metro,mid,2022-07,2022,7,Q3,17,3722,182,28.34,17.23,11.11,39.2,139.68,262.14,0.47,81.25,761.42,0.608,1.6671,4.13
BRN026,Lower Parel,Mumbai,West,Metro,mid,2022-08,2022,8,Q3,17,3664,179,27.89,15.31,12.58,45.11,137.48,258.02,0.86,83.83,761.19,0.5489,1.6406,3.81
BRN026,Lower Parel,Mumbai,West,Metro,mid,2022-09,2022,9,Q3,17,3623,177,27.58,16.91,10.67,38.69,135.96,255.18,1.06,70.55,761.25,0.6131,1.6224,3.53
BRN026,Lower Parel,Mumbai,West,Metro,mid,2022-10,2022,10,Q4,17,3656,178,27.83,15.43,12.4,44.56,137.19,257.49,1.76,71.7,761.21,0.5544,1.6371,3.66
BRN026,Lower Parel,Mumbai,West,Metro,mid,2022-11,2022,11,Q4,17,3924,191,29.88,16.03,13.85,46.35,147.27,276.39,2.73,76.34,761.47,0.5365,1.7576,4.14
BRN026,Lower Parel,Mumbai,West,Metro,mid,2022-12,2022,12,Q4,17,4036,197,30.72,15.51,15.21,49.51,151.45,284.24,0.37,71.85,761.15,0.5049,1.8071,4.2
BRN026,Lower Parel,Mumbai,West,Metro,mid,2023-01,2023,1,Q1,17,3257,159,24.8,15.92,8.88,35.81,122.23,229.41,2.39,67.82,761.44,0.6419,1.4588,3.65
BRN026,Lower Parel,Mumbai,West,Metro,mid,2023-02,2023,2,Q1,17,3582,175,27.27,15.54,11.73,43.01,134.4,252.25,2.75,69.37,761.31,0.5699,1.6041,3.58
BRN026,Lower Parel,Mumbai,West,Metro,mid,2023-03,2023,3,Q1,17,3946,192,30.04,16.36,13.68,45.54,148.06,277.88,2.88,70.68,761.28,0.5446,1.7671,3.58
BRN026,Lower Parel,Mumbai,West,Metro,mid,2023-04,2023,4,Q2,17,4054,198,30.86,15.63,15.23,49.35,152.13,285.52,0.24,76.77,761.22,0.5065,1.8153,4.13
BRN026,Lower Parel,Mumbai,West,Metro,mid,2023-05,2023,5,Q2,17,4074,199,31.01,17.12,13.89,44.79,152.87,286.9,2.49,85.43,761.17,0.5521,1.8241,4.17
BRN026,Lower Parel,Mumbai,West,Metro,mid,2023-06,2023,6,Q2,17,3748,183,28.54,15.85,12.69,44.46,140.66,263.99,1.26,74.05,761.47,0.5554,1.6788,3.73
BRN026,Lower Parel,Mumbai,West,Metro,mid,2023-07,2023,7,Q3,17,4034,197,30.71,15.61,15.1,49.17,151.38,284.1,0.67,72.14,761.28,0.5083,1.8065,4.01
BRN026,Lower Parel,Mumbai,West,Metro,mid,2023-08,2023,8,Q3,17,4082,199,31.07,16.85,14.22,45.77,153.18,287.49,2.01,68.58,761.15,0.5423,1.8276,4.05
BRN026,Lower Parel,Mumbai,West,Metro,mid,2023-09,2023,9,Q3,17,4075,199,31.02,15.47,15.55,50.13,152.91,286.99,1.36,65.92,761.23,0.4987,1.8247,3.79
BRN026,Lower Parel,Mumbai,West,Metro,mid,2023-10,2023,10,Q4,17,3988,195,30.36,17.16,13.2,43.48,149.66,280.88,1.19,65.99,761.28,0.5652,1.7859,4.2
BRN026,Lower Parel,Mumbai,West,Metro,mid,2023-11,2023,11,Q4,17,4064,198,30.93,27.3,3.63,11.74,152.49,286.19,0.6,82.56,761.07,0.8826,1.8194,4.19
BRN026,Lower Parel,Mumbai,West,Metro,mid,2023-12,2023,12,Q4,17,4189,204,31.89,17.21,14.68,46.03,157.21,295.06,2.37,72.88,761.28,0.5397,1.8759,3.8
BRN027,Borivali,Mumbai,West,Metro,mid,2021-01,2021,1,Q1,12,1667,97,19.6,15.39,4.21,21.48,107.56,144.18,1.98,73.19,1175.76,0.7852,1.6333,3.77
BRN027,Borivali,Mumbai,West,Metro,mid,2021-02,2021,2,Q1,12,1751,102,20.59,15.88,4.71,22.88,113.0,151.47,1.27,68.04,1175.9,0.7712,1.7158,4.12
BRN027,Borivali,Mumbai,West,Metro,mid,2021-03,2021,3,Q1,12,1885,110,22.17,15.2,6.97,31.44,121.65,163.06,2.0,78.82,1176.13,0.6856,1.8475,3.76
BRN027,Borivali,Mumbai,West,Metro,mid,2021-04,2021,4,Q2,12,2108,123,24.78,15.44,9.34,37.69,135.99,182.29,0.77,75.79,1175.52,0.6231,2.065,4.12
BRN027,Borivali,Mumbai,West,Metro,mid,2021-05,2021,5,Q2,12,2190,128,25.75,15.1,10.65,41.36,141.29,189.4,2.67,72.89,1175.8,0.5864,2.1458,3.62
BRN027,Borivali,Mumbai,West,Metro,mid,2021-06,2021,6,Q2,12,2189,128,25.74,14.81,10.93,42.46,141.24,189.33,1.09,66.28,1175.88,0.5754,2.145,4.03
BRN027,Borivali,Mumbai,West,Metro,mid,2021-07,2021,7,Q3,12,2182,128,25.66,15.21,10.45,40.72,140.78,188.71,0.43,68.38,1175.99,0.5928,2.1383,3.82
BRN027,Borivali,Mumbai,West,Metro,mid,2021-08,2021,8,Q3,12,2102,123,24.72,14.93,9.79,39.6,135.62,181.79,0.22,76.13,1176.02,0.604,2.06,4.18
BRN027,Borivali,Mumbai,West,Metro,mid,2021-09,2021,9,Q3,12,2014,118,23.68,15.34,8.34,35.22,129.94,174.18,0.65,87.21,1175.77,0.6478,1.9733,4.19
BRN027,Borivali,Mumbai,West,Metro,mid,2021-10,2021,10,Q4,12,2105,123,24.75,16.15,8.6,34.75,135.82,182.06,2.68,77.74,1175.77,0.6525,2.0625,3.93
BRN027,Borivali,Mumbai,West,Metro,mid,2021-11,2021,11,Q4,12,2320,136,27.28,15.13,12.15,44.54,149.7,200.67,2.77,72.54,1175.86,0.5546,2.2733,3.66
BRN027,Borivali,Mumbai,West,Metro,mid,2021-12,2021,12,Q4,12,2354,138,27.68,16.19,11.49,41.51,151.9,203.61,2.87,81.97,1175.87,0.5849,2.3067,3.78
BRN027,Borivali,Mumbai,West,Metro,mid,2022-01,2022,1,Q1,12,2005,117,23.57,16.42,7.15,30.34,129.33,173.37,0.92,75.7,1175.56,0.6966,1.9642,3.58
BRN027,Borivali,Mumbai,West,Metro,mid,2022-02,2022,2,Q1,12,1938,113,22.79,16.16,6.63,29.09,125.03,167.59,1.39,72.87,1175.95,0.7091,1.8992,4.19
BRN027,Borivali,Mumbai,West,Metro,mid,2022-03,2022,3,Q1,12,2355,138,27.69,15.6,12.09,43.66,151.91,203.62,1.18,85.92,1175.8,0.5634,2.3075,3.89
BRN027,Borivali,Mumbai,West,Metro,mid,2022-04,2022,4,Q2,12,2247,131,26.42,16.19,10.23,38.72,144.95,194.3,1.16,74.97,1175.79,0.6128,2.2017,4.11
BRN027,Borivali,Mumbai,West,Metro,mid,2022-05,2022,5,Q2,12,2407,141,28.3,15.44,12.86,45.44,155.26,208.12,2.83,79.33,1175.74,0.5456,2.3583,4.1
BRN027,Borivali,Mumbai,West,Metro,mid,2022-06,2022,6,Q2,12,2410,141,28.34,16.27,12.07,42.59,155.5,208.44,1.31,66.18,1175.93,0.5741,2.3617,4.14
BRN027,Borivali,Mumbai,West,Metro,mid,2022-07,2022,7,Q3,12,2291,134,26.94,16.03,10.91,40.5,147.82,198.15,2.3,73.21,1175.91,0.595,2.245,3.86
BRN027,Borivali,Mumbai,West,Metro,mid,2022-08,2022,8,Q3,12,2435,143,28.64,15.11,13.53,47.24,157.12,210.62,1.73,69.69,1176.18,0.5276,2.3867,4.07
BRN027,Borivali,Mumbai,West,Metro,mid,2022-09,2022,9,Q3,12,2267,133,26.65,16.17,10.48,39.32,146.25,196.04,0.8,87.25,1175.56,0.6068,2.2208,3.88
BRN027,Borivali,Mumbai,West,Metro,mid,2022-10,2022,10,Q4,12,2517,147,29.59,16.56,13.03,44.04,162.38,217.66,1.53,85.65,1175.61,0.5596,2.4658,3.85
BRN027,Borivali,Mumbai,West,Metro,mid,2022-11,2022,11,Q4,12,2525,148,29.69,16.09,13.6,45.81,162.9,218.36,1.45,67.84,1175.84,0.5419,2.4742,3.72
BRN027,Borivali,Mumbai,West,Metro,mid,2022-12,2022,12,Q4,12,2488,146,29.25,14.76,14.49,49.54,160.5,215.15,2.94,70.57,1175.64,0.5046,2.4375,3.57
BRN027,Borivali,Mumbai,West,Metro,mid,2023-01,2023,1,Q1,12,2195,128,25.82,16.34,9.48,36.72,141.64,189.87,0.63,81.75,1176.31,0.6328,2.1517,3.93
BRN027,Borivali,Mumbai,West,Metro,mid,2023-02,2023,2,Q1,12,2246,131,26.41,16.14,10.27,38.89,144.91,194.25,2.93,78.19,1175.87,0.6111,2.2008,4.09
BRN027,Borivali,Mumbai,West,Metro,mid,2023-03,2023,3,Q1,12,2286,134,26.88,15.98,10.9,40.55,147.51,197.72,2.71,67.75,1175.85,0.5945,2.24,3.59
BRN027,Borivali,Mumbai,West,Metro,mid,2023-04,2023,4,Q2,12,2328,136,27.37,16.29,11.08,40.48,150.19,201.33,1.3,75.89,1175.69,0.5952,2.2808,3.96
BRN027,Borivali,Mumbai,West,Metro,mid,2023-05,2023,5,Q2,12,2608,153,30.67,15.4,15.27,49.79,168.25,225.54,0.45,82.87,1176.0,0.5021,2.5558,4.16
BRN027,Borivali,Mumbai,West,Metro,mid,2023-06,2023,6,Q2,12,2657,156,31.24,15.1,16.14,51.66,171.42,229.77,0.66,81.25,1175.76,0.4834,2.6033,3.85
BRN027,Borivali,Mumbai,West,Metro,mid,2023-07,2023,7,Q3,12,2541,149,29.88,15.95,13.93,46.62,163.94,219.76,0.79,65.95,1175.91,0.5338,2.49,3.68
BRN027,Borivali,Mumbai,West,Metro,mid,2023-08,2023,8,Q3,12,2492,146,29.3,15.81,13.49,46.04,160.75,215.48,2.07,75.01,1175.76,0.5396,2.4417,4.15
BRN027,Borivali,Mumbai,West,Metro,mid,2023-09,2023,9,Q3,12,2758,161,32.42,16.11,16.31,50.31,177.9,238.47,1.68,70.95,1175.49,0.4969,2.7017,4.2
BRN027,Borivali,Mumbai,West,Metro,mid,2023-10,2023,10,Q4,12,2412,141,28.36,16.13,12.23,43.12,155.61,208.59,1.05,77.25,1175.79,0.5688,2.3633,3.63
BRN027,Borivali,Mumbai,West,Metro,mid,2023-11,2023,11,Q4,12,2753,161,32.37,15.89,16.48,50.91,177.59,238.06,1.26,79.2,1175.81,0.4909,2.6975,3.66
BRN027,Borivali,Mumbai,West,Metro,mid,2023-12,2023,12,Q4,12,3084,181,36.27,16.13,20.14,55.53,198.98,266.72,2.33,78.61,1176.07,0.4447,3.0225,4.19
BRN028,Thane West,Thane,West,Semi-Urban,mid,2021-01,2021,1,Q1,15,1966,147,16.39,14.91,1.48,9.03,68.26,112.97,0.44,60.91,833.67,0.9097,1.0927,3.41
BRN028,Thane West,Thane,West,Semi-Urban,mid,2021-02,2021,2,Q1,15,2213,165,18.44,14.28,4.16,22.56,76.8,127.11,1.76,58.68,833.26,0.7744,1.2293,3.47
BRN028,Thane West,Thane,West,Semi-Urban,mid,2021-03,2021,3,Q1,15,2474,185,20.62,15.11,5.51,26.72,85.86,142.1,1.12,68.43,833.47,0.7328,1.3747,3.63
BRN028,Thane West,Thane,West,Semi-Urban,mid,2021-04,2021,4,Q2,15,2147,160,17.9,14.34,3.56,19.89,74.53,123.35,2.78,50.3,833.72,0.8011,1.1933,3.51
BRN028,Thane West,Thane,West,Semi-Urban,mid,2021-05,2021,5,Q2,15,2413,180,20.12,14.8,5.32,26.44,83.76,138.63,0.44,74.31,833.82,0.7356,1.3413,3.62
BRN028,Thane West,Thane,West,Semi-Urban,mid,2021-06,2021,6,Q2,15,2446,183,20.39,14.58,5.81,28.49,84.91,140.52,1.55,60.73,833.61,0.7151,1.3593,3.44
BRN028,Thane West,Thane,West,Semi-Urban,mid,2021-07,2021,7,Q3,15,2274,170,18.95,13.71,5.24,27.65,78.92,130.62,0.87,54.87,833.33,0.7235,1.2633,3.86
BRN028,Thane West,Thane,West,Semi-Urban,mid,2021-08,2021,8,Q3,15,2512,188,20.94,14.85,6.09,29.08,87.2,144.32,1.82,52.98,833.6,0.7092,1.396,3.32
BRN028,Thane West,Thane,West,Semi-Urban,mid,2021-09,2021,9,Q3,15,2279,170,18.99,13.61,5.38,28.33,79.09,130.9,0.53,51.13,833.26,0.7167,1.266,3.86
BRN028,Thane West,Thane,West,Semi-Urban,mid,2021-10,2021,10,Q4,15,2529,189,21.08,14.98,6.1,28.94,87.79,145.29,1.38,51.0,833.53,0.7106,1.4053,3.46
BRN028,Thane West,Thane,West,Semi-Urban,mid,2021-11,2021,11,Q4,15,2629,196,21.91,14.52,7.39,33.73,91.25,151.03,1.13,57.89,833.4,0.6627,1.4607,3.68
BRN028,Thane West,Thane,West,Semi-Urban,mid,2021-12,2021,12,Q4,15,2577,192,21.48,14.15,7.33,34.12,89.43,148.02,2.35,74.16,833.53,0.6588,1.432,3.35
BRN028,Thane West,Thane,West,Semi-Urban,mid,2022-01,2022,1,Q1,15,2459,184,20.49,15.02,5.47,26.7,85.34,141.24,2.16,57.13,833.27,0.733,1.366,3.7
BRN028,Thane West,Thane,West,Semi-Urban,mid,2022-02,2022,2,Q1,15,2400,179,20.01,14.31,5.7,28.49,83.31,137.88,2.32,57.05,833.75,0.7151,1.334,3.61
BRN028,Thane West,Thane,West,Semi-Urban,mid,2022-03,2022,3,Q1,15,2419,181,20.17,15.12,5.05,25.04,83.98,138.99,1.56,72.82,833.82,0.7496,1.3447,3.32
BRN028,Thane West,Thane,West,Semi-Urban,mid,2022-04,2022,4,Q2,15,2604,195,21.71,14.47,7.24,33.35,90.39,149.6,1.16,71.3,833.72,0.6665,1.4473,3.45
BRN028,Thane West,Thane,West,Semi-Urban,mid,2022-05,2022,5,Q2,15,2633,197,21.95,14.41,7.54,34.35,91.4,151.28,0.24,74.09,833.65,0.6565,1.4633,3.35
BRN028,Thane West,Thane,West,Semi-Urban,mid,2022-06,2022,6,Q2,15,2599,194,21.66,14.56,7.1,32.78,90.21,149.29,2.11,73.31,833.4,0.6722,1.444,3.33
BRN028,Thane West,Thane,West,Semi-Urban,mid,2022-07,2022,7,Q3,15,2720,203,22.68,13.74,8.94,39.42,94.42,156.27,2.35,60.16,833.82,0.6058,1.512,3.68
BRN028,Thane West,Thane,West,Semi-Urban,mid,2022-08,2022,8,Q3,15,2923,218,24.36,14.64,9.72,39.9,101.45,167.91,1.95,53.28,833.39,0.601,1.624,3.91
BRN028,Thane West,Thane,West,Semi-Urban,mid,2022-09,2022,9,Q3,15,2617,195,21.81,13.87,7.94,36.41,90.83,150.34,2.33,66.91,833.4,0.6359,1.454,3.91
BRN028,Thane West,Thane,West,Semi-Urban,mid,2022-10,2022,10,Q4,15,2688,201,22.41,13.84,8.57,38.24,93.3,154.42,1.53,55.64,833.71,0.6176,1.494,3.81
BRN028,Thane West,Thane,West,Semi-Urban,mid,2022-11,2022,11,Q4,15,2953,221,24.61,13.59,11.02,44.78,102.49,169.63,1.51,53.7,833.39,0.5522,1.6407,3.5
BRN028,Thane West,Thane,West,Semi-Urban,mid,2022-12,2022,12,Q4,15,3286,246,27.39,13.88,13.51,49.32,114.06,188.78,0.77,69.23,833.54,0.5068,1.826,3.37
BRN028,Thane West,Thane,West,Semi-Urban,mid,2023-01,2023,1,Q1,15,2421,181,20.18,14.5,5.68,28.15,84.04,139.09,0.3,61.15,833.54,0.7185,1.3453,3.29
BRN028,Thane West,Thane,West,Semi-Urban,mid,2023-02,2023,2,Q1,15,2683,200,22.37,15.05,7.32,32.72,93.14,154.15,1.71,72.83,833.77,0.6728,1.4913,3.34
BRN028,Thane West,Thane,West,Semi-Urban,mid,2023-03,2023,3,Q1,15,2653,198,22.12,14.95,7.17,32.41,92.1,152.42,2.82,68.79,833.77,0.6759,1.4747,3.37
BRN028,Thane West,Thane,West,Semi-Urban,mid,2023-04,2023,4,Q2,15,2984,223,24.87,14.69,10.18,40.93,103.57,171.42,2.83,56.89,833.45,0.5907,1.658,3.53
BRN028,Thane West,Thane,West,Semi-Urban,mid,2023-05,2023,5,Q2,15,2736,204,22.8,14.73,8.07,35.39,94.95,157.15,2.8,55.12,833.33,0.6461,1.52,3.81
BRN028,Thane West,Thane,West,Semi-Urban,mid,2023-06,2023,6,Q2,15,3032,227,25.27,14.8,10.47,41.43,105.22,174.15,1.28,57.07,833.44,0.5857,1.6847,3.32
BRN028,Thane West,Thane,West,Semi-Urban,mid,2023-07,2023,7,Q3,15,2803,209,23.37,15.22,8.15,34.87,97.3,161.03,2.21,74.42,833.75,0.6513,1.558,3.73
BRN028,Thane West,Thane,West,Semi-Urban,mid,2023-08,2023,8,Q3,15,2896,216,24.14,14.91,9.23,38.24,100.53,166.38,2.63,54.52,833.56,0.6176,1.6093,3.58
BRN028,Thane West,Thane,West,Semi-Urban,mid,2023-09,2023,9,Q3,15,3170,237,26.42,13.9,12.52,47.39,110.03,182.1,2.32,59.84,833.44,0.5261,1.7613,3.5
BRN028,Thane West,Thane,West,Semi-Urban,mid,2023-10,2023,10,Q4,15,3077,230,25.65,14.29,11.36,44.29,106.8,176.76,0.84,51.46,833.6,0.5571,1.71,3.8
BRN028,Thane West,Thane,West,Semi-Urban,mid,2023-11,2023,11,Q4,15,3018,226,25.16,14.34,10.82,43.0,104.76,173.39,1.19,60.0,833.66,0.57,1.6773,3.39
BRN028,Thane West,Thane,West,Semi-Urban,mid,2023-12,2023,12,Q4,15,3012,225,25.1,14.53,10.57,42.11,104.52,172.99,0.62,64.95,833.33,0.5789,1.6733,3.9
BRN029,Viman Nagar,Pune,West,Urban,mid,2021-01,2021,1,Q1,11,1862,135,21.88,11.08,10.8,49.36,92.49,152.53,2.3,72.15,1175.08,0.5064,1.9891,3.51
BRN029,Viman Nagar,Pune,West,Urban,mid,2021-02,2021,2,Q1,11,2069,150,24.3,11.16,13.14,54.07,102.76,169.46,1.21,77.33,1174.48,0.4593,2.2091,3.48
BRN029,Viman Nagar,Pune,West,Urban,mid,2021-03,2021,3,Q1,11,2287,166,26.87,10.62,16.25,60.48,113.6,187.34,1.03,75.94,1174.9,0.3952,2.4427,3.81
BRN029,Viman Nagar,Pune,West,Urban,mid,2021-04,2021,4,Q2,11,2351,171,27.62,10.94,16.68,60.39,116.76,192.55,2.99,74.82,1174.82,0.3961,2.5109,3.76
BRN029,Viman Nagar,Pune,West,Urban,mid,2021-05,2021,5,Q2,11,2132,155,25.05,10.09,14.96,59.72,105.91,174.65,2.65,70.08,1174.95,0.4028,2.2773,3.66
BRN029,Viman Nagar,Pune,West,Urban,mid,2021-06,2021,6,Q2,11,2195,159,25.78,10.14,15.64,60.67,109.01,179.77,1.07,74.24,1174.49,0.3933,2.3436,3.73
BRN029,Viman Nagar,Pune,West,Urban,mid,2021-07,2021,7,Q3,11,2362,172,27.76,11.13,16.63,59.91,117.35,193.52,1.92,69.04,1175.28,0.4009,2.5236,3.61
BRN029,Viman Nagar,Pune,West,Urban,mid,2021-08,2021,8,Q3,11,2413,175,28.35,10.97,17.38,61.31,119.86,197.65,0.76,65.22,1174.89,0.3869,2.5773,3.84
